day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,waiting_time,future_crowd,crowd_level,year,month,day
2,6,2,0,2,3,3,3,7.568082020226424,4,1,2,0.0,0,0,2025,8,9
2,7,3,0,1,5,4,5,5.680034904657883,7,0,1,0.0,0,0,2025,8,9
2,7,0,0,0,3,5,7,13.268776522201232,4,0,0,0.0,0,0,2025,8,9
2,7,1,0,1,2,4,6,11.67819255586544,3,0,1,0.0,0,0,2025,8,9
2,7,2,1,3,2,2,3,7.580144554650921,3,0,4,2.21,2,0,2025,8,9
2,7,1,2,2,1,2,3,11.38722074141316,2,0,4,10.23,3,0,2025,8,9
2,7,3,4,4,2,2,3,6.504294947502778,3,0,8,9.42,9,0,2025,8,9
2,8,2,2,1,3,4,6,10.634092813398505,4,0,3,0.0,3,0,2025,8,9
2,8,3,2,1,1,1,1,5.8500599342354045,2,0,3,10.08,1,0,2025,8,9
2,8,1,2,2,2,3,3,10.31401314983784,3,0,4,8.41,1,0,2025,8,9
2,8,1,0,1,3,5,7,14.2834788929475,4,1,1,0.0,0,0,2025,8,9
2,8,1,0,0,0,1,1,13.966095304918133,1,0,0,0.0,0,0,2025,8,9
2,8,2,0,3,8,5,6,5.3759954922273305,9,0,3,2.17,0,0,2025,8,9
2,9,2,0,5,5,4,4,6.226894552934698,6,0,5,0.15,7,0,2025,8,9
2,9,2,6,6,0,1,3,8.855983230103925,1,0,12,53.54,17,1,2025,8,9
2,9,2,8,4,2,3,3,9.06546723174358,3,0,12,23.03,14,0,2025,8,9
2,9,1,12,5,1,2,2,10.405905373749254,2,0,17,60.66,20,1,2025,8,9
2,9,3,15,9,6,3,5,3.983422265535676,8,0,24,19.06,24,1,2025,8,9
2,9,0,14,2,3,3,3,7.617070838657456,4,1,16,42.41,15,0,2025,8,9
2,10,1,18,5,1,3,3,13.817750662947468,2,0,23,84.4,25,1,2025,8,9
2,10,3,18,3,3,2,2,5.330154372733913,4,0,21,47.41,21,1,2025,8,9
2,10,1,21,4,1,3,3,12.992252252512252,2,0,25,95.57,27,1,2025,8,9
2,10,2,25,9,5,4,5,6.610103371530846,6,0,34,38.7,38,2,2025,8,9
2,10,3,24,5,6,3,3,4.378970518311059,7,0,29,34.76,29,1,2025,8,9
2,10,2,26,5,3,3,4,7.059710104225678,4,0,31,61.53,31,1,2025,8,9
2,11,1,31,7,2,4,4,12.58769394007519,3,0,38,97.91,40,2,2025,8,9
2,11,3,35,5,1,1,2,6.001999605818176,2,0,40,207.62,43,2,2025,8,9
2,11,2,36,4,3,4,5,9.10568423221622,4,0,40,82.02,39,2,2025,8,9
2,11,2,37,6,5,5,5,8.216406571753708,6,0,43,62.04,43,2,2025,8,9
2,11,1,38,1,0,2,2,13.959623966781558,1,0,39,268.89,41,2,2025,8,9
2,11,1,42,6,2,4,6,11.816301519399628,3,0,48,122.22,52,2,2025,8,9
2,12,1,43,2,1,2,2,13.316493007047558,2,0,45,285.64,43,2,2025,8,9
2,12,2,44,7,6,4,4,5.894188703892835,7,0,51,67.97,53,2,2025,8,9
2,12,3,48,9,5,3,4,4.868314324056732,6,0,57,76.73,61,2,2025,8,9
2,12,1,51,4,1,3,5,13.254822183420346,2,0,55,224.89,57,2,2025,8,9
2,12,0,52,4,3,5,7,11.80661805579356,4,0,56,121.34,54,2,2025,8,9
2,12,1,57,5,0,1,3,14.463915434242324,1,0,62,828.45,64,2,2025,8,9
2,13,1,57,2,2,4,6,11.910111011529848,3,0,59,169.34,60,2,2025,8,9
2,13,2,53,5,9,5,7,4.073041080775994,12,0,58,40.89,52,2,2025,8,9
2,13,2,50,2,5,4,5,7.066711173691467,6,0,52,90.21,50,2,2025,8,9
2,13,2,48,0,2,2,4,7.393967539797719,3,0,48,177.63,43,2,2025,8,9
2,13,1,45,0,3,5,6,14.030846269154182,4,0,45,129.41,41,2,2025,8,9
2,13,2,46,2,1,1,1,5.687552379668376,2,0,48,260.6,49,2,2025,8,9
2,14,0,50,7,3,4,5,10.50738432291774,4,0,57,130.63,58,2,2025,8,9
2,14,3,57,9,2,2,3,6.136606675871427,3,0,66,177.04,71,2,2025,8,9
2,14,0,57,1,1,2,3,11.438791310691643,2,1,58,324.97,56,2,2025,8,9
2,14,3,56,4,5,5,7,6.7233430672798935,7,0,60,74.97,58,2,2025,8,9
2,14,0,60,5,1,3,3,12.611154426615265,2,0,65,251.63,67,2,2025,8,9
2,14,0,61,6,5,5,6,7.045005003086036,7,0,67,89.39,67,2,2025,8,9
2,15,0,61,4,4,5,7,10.625130408605488,5,0,65,127.47,68,2,2025,8,9
2,15,3,64,8,5,2,4,3.1886368592375267,6,0,72,103.62,77,2,2025,8,9
2,15,0,69,5,0,1,3,11.571727775075043,1,0,74,797.96,79,2,2025,8,9
2,15,3,64,5,10,5,5,4.574514666540567,11,0,69,59.6,67,2,2025,8,9
2,15,2,68,7,3,3,4,8.156951000638431,4,0,75,185.48,77,2,2025,8,9
2,15,0,71,4,1,2,4,9.287061882348128,2,0,75,328.97,76,2,2025,8,9
2,16,3,71,4,4,3,3,4.95704645504955,6,0,75,116.33,74,2,2025,8,9
2,16,3,77,9,3,2,2,4.577436743919316,4,0,86,176.11,89,2,2025,8,9
2,16,0,82,6,1,2,2,10.537910894773166,2,0,88,431.65,91,2,2025,8,9
2,16,1,81,3,4,5,5,10.768918513186009,5,0,84,174.11,82,2,2025,8,9
2,16,0,83,4,2,2,4,7.232534806492733,3,1,87,301.29,91,2,2025,8,9
2,16,1,94,11,0,1,3,11.324437777560492,1,0,105,1061.1,118,2,2025,8,9
2,17,0,98,9,5,3,3,5.452441224049549,6,0,107,176.5,108,2,2025,8,9
2,17,3,99,7,6,4,5,5.382413358222457,7,0,106,134.91,107,2,2025,8,9
2,17,1,101,3,1,2,4,12.66967361620511,2,1,104,638.99,104,2,2025,8,9
2,17,2,100,5,6,5,6,7.185220811736942,7,0,105,139.7,102,2,2025,8,9
2,17,0,103,6,3,4,6,9.964706078094068,4,0,109,256.12,113,2,2025,8,9
2,17,3,109,7,1,1,3,5.699567860403492,2,0,116,619.33,119,2,2025,8,9
2,18,2,108,2,3,3,5,7.156111982928013,4,0,110,254.1,111,2,2025,8,9
2,18,3,108,1,1,1,1,4.673662989925276,2,0,109,507.9,106,2,2025,8,9
2,18,0,108,3,3,5,6,10.60525057366613,5,0,111,228.0,111,2,2025,8,9
2,18,1,107,2,3,4,5,11.04059753704948,4,0,109,294.34,111,2,2025,8,9
2,18,1,109,2,0,1,3,13.460175187305673,1,0,111,1465.6,115,2,2025,8,9
2,18,3,108,1,2,2,2,7.154353029729652,3,0,109,386.51,111,2,2025,8,9
2,19,3,100,1,9,4,4,3.9611080055717824,10,0,101,98.47,91,2,2025,8,9
2,19,2,97,0,3,3,3,7.242959303685891,4,0,97,236.32,91,2,2025,8,9
2,19,2,95,3,5,5,5,7.8630647259309185,6,0,98,147.98,98,2,2025,8,9
2,19,1,93,1,3,5,7,11.330261197288491,4,1,94,211.28,95,2,2025,8,9
2,19,3,90,0,3,3,4,7.307073123786733,4,0,90,221.08,84,2,2025,8,9
2,19,2,86,1,5,5,6,6.955139004500152,7,0,87,121.28,81,2,2025,8,9
2,20,1,83,0,3,5,5,12.22515169246434,4,0,83,204.17,81,2,2025,8,9
2,20,1,82,1,2,3,3,11.619500209213204,3,0,83,316.81,82,2,2025,8,9
2,20,1,80,1,3,5,5,14.283153328195716,4,0,81,226.8,77,2,2025,8,9
2,20,1,81,2,1,3,5,14.334188815632292,2,0,83,386.12,81,2,2025,8,9
2,20,1,79,2,4,5,7,10.99812969695642,5,0,81,173.53,76,2,2025,8,9
2,20,0,82,3,0,1,3,10.04415349311068,1,0,85,822.95,86,2,2025,8,9
2,21,1,85,3,0,1,1,12.365779844537974,1,0,88,1049.65,89,2,2025,8,9
2,21,2,86,2,1,1,1,4.796451373811589,2,0,88,419.72,89,2,2025,8,9
2,21,1,85,2,3,4,6,9.395467113114217,4,0,87,199.75,84,2,2025,8,9
2,21,1,84,1,2,3,4,10.12414430287643,3,0,85,284.39,87,2,2025,8,9
2,21,1,84,0,0,1,2,11.785463398633198,1,0,84,990.17,81,2,2025,8,9
2,21,0,81,1,4,5,7,10.92160216641377,5,0,82,177.98,79,2,2025,8,9
2,22,3,77,3,7,3,4,3.773923869269861,8,0,80,96.98,79,2,2025,8,9
2,22,3,74,1,4,3,4,6.279617243300573,5,0,75,155.57,75,2,2025,8,9
2,22,2,71,2,5,5,5,7.221749491306388,7,0,73,106.88,68,2,2025,8,9
2,22,3,67,0,4,2,4,3.985324615563895,5,0,67,131.97,64,2,2025,8,9
2,22,0,69,3,1,3,4,12.043721940370803,2,0,72,275.55,77,2,2025,8,9
2,22,2,66,3,6,4,4,5.820951802986919,7,0,69,94.23,65,2,2025,8,9
2,23,1,66,2,2,4,6,13.126554197596317,3,0,68,221.72,71,2,2025,8,9
2,23,3,65,3,4,2,3,4.260110281996307,5,0,68,140.36,70,2,2025,8,9
2,23,1,67,2,0,1,1,12.247889526092324,1,0,69,820.0,68,2,2025,8,9
2,23,2,68,1,0,1,2,7.687946255738283,1,1,69,520.54,68,2,2025,8,9
2,23,1,69,3,2,3,4,9.811368649306017,3,0,72,221.36,70,2,2025,8,9
2,23,0,67,1,3,5,6,11.617498616848708,4,0,68,160.97,64,2,2025,8,9
3,0,0,0,1,2,3,5,11.019668637869454,3,0,1,0.27,0,0,2025,8,10
3,0,1,0,1,1,2,4,8.251110363156773,2,0,1,3.46,2,0,2025,8,10
3,0,0,1,1,0,1,1,8.362381517872972,1,0,2,10.52,6,0,2025,8,10
3,0,1,1,2,2,4,6,12.572500759275632,3,0,3,3.65,5,0,2025,8,10
3,0,1,0,0,1,3,3,12.278925582859472,2,0,0,0.05,0,0,2025,8,10
3,0,0,0,1,1,2,4,9.143883610994877,2,0,1,1.89,4,0,2025,8,10
3,1,3,0,2,8,3,3,3.0702586527960865,10,0,2,0.0,0,0,2025,8,10
3,1,1,0,0,0,1,2,14.724850777985814,1,0,0,0.0,0,0,2025,8,10
3,1,0,0,0,5,5,7,7.421892033521943,7,0,0,0.8,0,0,2025,8,10
3,1,0,0,2,4,4,5,7.838326992070424,5,0,2,0.0,2,0,2025,8,10
3,1,1,4,4,0,2,3,13.896808491119614,1,0,8,27.35,11,0,2025,8,10
3,1,0,7,3,0,1,3,11.001172887790268,1,0,10,76.72,12,0,2025,8,10
3,2,1,9,4,2,4,4,12.003832632231116,3,0,13,28.22,15,0,2025,8,10
3,2,2,10,1,0,1,3,7.6777470825072625,1,0,11,82.73,13,0,2025,8,10
3,2,0,14,4,0,1,2,7.152904889390735,1,0,18,100.84,20,1,2025,8,10
3,2,1,12,0,2,3,5,10.401639875145309,3,0,12,42.11,13,0,2025,8,10
3,2,1,12,3,3,4,5,10.629566410177928,4,0,15,33.01,18,1,2025,8,10
3,2,0,9,1,4,5,7,9.970941009420144,5,0,10,20.78,5,0,2025,8,10
3,3,2,10,1,0,1,2,7.415471335114438,1,0,11,73.28,15,0,2025,8,10
3,3,3,7,2,5,5,6,7.541847764469517,7,0,9,7.91,6,0,2025,8,10
3,3,1,6,2,3,5,6,11.293509315371615,4,0,8,15.68,5,0,2025,8,10
3,3,3,8,2,0,1,2,6.810462389987265,1,0,10,52.91,14,0,2025,8,10
3,3,1,10,3,1,3,4,13.241556707786174,2,0,13,45.36,13,0,2025,8,10
3,3,0,9,0,1,2,4,11.869666269381632,2,0,9,52.69,6,0,2025,8,10
3,4,3,8,2,3,2,4,4.620276175764819,4,0,10,17.81,6,0,2025,8,10
3,4,0,10,2,0,1,2,10.508879638133225,1,0,12,106.41,11,0,2025,8,10
3,4,2,8,2,4,3,5,6.594161514280944,5,0,10,19.78,10,0,2025,8,10
3,4,2,10,3,1,2,4,8.032476327423536,2,0,13,40.83,18,1,2025,8,10
3,4,1,11,1,0,1,2,7.489027827248251,1,0,12,80.87,11,0,2025,8,10
3,4,0,9,2,4,4,6,8.598909852746166,5,0,11,16.43,9,0,2025,8,10
3,5,2,9,1,1,1,3,5.677231486029564,2,0,10,51.57,8,0,2025,8,10
3,5,3,10,1,0,1,2,7.809462220329887,1,0,11,77.72,10,0,2025,8,10
3,5,1,8,1,3,5,5,9.341065861794409,5,0,9,14.57,5,0,2025,8,10
3,5,2,1,1,8,5,5,5.734242815172759,9,0,2,3.31,0,0,2025,8,10
3,5,1,3,3,1,3,3,12.002615679301456,2,0,6,10.66,6,0,2025,8,10
3,5,2,0,1,4,2,3,4.420483334719268,5,0,1,0.0,0,0,2025,8,10
3,6,1,0,1,1,3,5,12.509636976261412,2,0,1,0.0,3,0,2025,8,10
3,6,3,0,3,9,5,7,4.78931629179197,10,0,3,1.48,0,0,2025,8,10
3,6,1,3,3,0,1,1,12.860062900975308,1,0,6,36.48,9,0,2025,8,10
3,6,1,0,0,5,5,5,8.732341423569594,6,1,0,2.43,0,0,2025,8,10
3,6,1,2,2,0,1,2,11.245167262747826,1,0,4,24.0,3,0,2025,8,10
3,6,1,1,0,1,3,4,14.547965325828898,2,1,1,1.92,0,0,2025,8,10
3,7,1,1,1,1,3,3,12.912010109406816,2,0,2,4.43,3,0,2025,8,10
3,7,1,0,1,2,3,5,9.652292352655367,3,0,1,1.26,1,0,2025,8,10
3,7,3,0,2,7,3,3,3.9863333557611336,8,0,2,1.5,0,0,2025,8,10
3,7,2,0,2,3,3,5,8.087949426811225,4,0,2,0.0,4,0,2025,8,10
3,7,1,3,3,0,1,2,12.465168364916533,1,0,6,37.26,8,0,2025,8,10
3,7,2,4,2,1,1,3,5.023408933336618,2,0,6,23.96,4,0,2025,8,10
3,8,2,1,1,4,3,3,6.119751817772275,5,0,2,3.79,0,0,2025,8,10
3,8,1,1,1,1,3,5,12.985951324889836,2,0,2,3.13,0,0,2025,8,10
3,8,3,3,3,1,1,2,6.595172303703921,2,0,6,14.95,9,0,2025,8,10
3,8,2,3,0,0,1,2,7.38402464678578,1,0,3,20.8,5,0,2025,8,10
3,8,0,3,1,1,3,3,12.172093519002257,2,0,4,11.71,5,0,2025,8,10
3,8,3,2,3,4,2,2,3.739443539735464,5,0,5,2.67,1,0,2025,8,10
3,9,0,4,5,3,4,4,11.211893048231891,4,0,9,13.74,10,0,2025,8,10
3,9,3,5,4,3,2,3,5.634392199803276,4,0,9,13.72,13,0,2025,8,10
3,9,3,5,5,5,2,3,3.2697832989150166,6,0,10,9.6,13,0,2025,8,10
3,9,1,9,7,3,5,5,11.750136545197837,4,0,16,21.43,22,1,2025,8,10
3,9,3,11,6,4,4,4,8.29737310686847,5,0,17,16.9,17,1,2025,8,10
3,9,2,16,8,3,3,4,7.428027797119511,4,0,24,36.37,31,1,2025,8,10
3,10,2,15,3,4,3,4,5.671271422287687,5,0,18,28.13,19,1,2025,8,10
3,10,0,18,4,1,2,4,9.817250213606862,2,0,22,86.74,23,1,2025,8,10
3,10,3,11,3,10,5,7,4.409976952637124,11,1,14,12.22,9,0,2025,8,10
3,10,1,12,2,1,2,2,12.25515921775252,2,0,14,75.3,17,1,2025,8,10
3,10,1,13,1,0,1,2,11.61858551440635,1,0,14,150.96,18,1,2025,8,10
3,10,1,17,5,1,2,4,13.160194024745444,2,0,22,109.2,29,1,2025,8,10
3,11,3,20,5,2,2,3,6.658328302198688,3,0,25,68.85,29,1,2025,8,10
3,11,1,25,5,0,1,1,12.6873732400736,1,0,30,318.87,36,2,2025,8,10
3,11,1,33,8,0,1,1,10.032695798917604,1,0,41,330.32,52,2,2025,8,10
3,11,2,36,4,1,2,3,9.456997116234389,2,0,40,169.16,40,2,2025,8,10
3,11,2,34,3,5,5,6,8.295232028883598,6,0,37,60.16,35,1,2025,8,10
3,11,1,41,7,0,1,3,12.81641065839598,1,0,48,525.12,54,2,2025,8,10
3,12,0,42,4,3,4,5,10.237946895481771,4,0,46,106.39,46,2,2025,8,10
3,12,3,42,2,2,1,2,3.0194582616464487,3,0,44,126.75,47,2,2025,8,10
3,12,1,44,4,2,3,5,11.207045287841035,3,0,48,164.97,53,2,2025,8,10
3,12,2,52,8,0,1,3,7.1976796003765084,1,0,60,376.0,66,2,2025,8,10
3,12,0,55,3,0,1,2,8.37178295588939,1,0,58,459.54,60,2,2025,8,10
3,12,3,58,7,4,4,6,6.684276726248267,6,0,65,95.08,71,2,2025,8,10
3,13,1,57,3,4,5,5,9.756074930396482,5,0,60,110.0,59,2,2025,8,10
3,13,2,58,3,2,2,4,7.680093953569708,3,0,61,224.49,60,2,2025,8,10
3,13,1,56,0,2,4,5,12.19742501686158,3,1,56,174.44,52,2,2025,8,10
3,13,3,51,2,7,4,5,5.32902796225269,8,0,53,68.48,48,2,2025,8,10
3,13,2,52,5,4,4,6,7.192937919498247,6,0,57,91.93,57,2,2025,8,10
3,13,1,51,2,3,5,7,12.67641540614813,4,0,53,129.98,52,2,2025,8,10
3,14,1,55,4,0,2,3,15.37535293602722,1,0,59,422.11,65,2,2025,8,10
3,14,1,61,6,0,1,3,11.673700839783091,1,0,67,712.61,70,2,2025,8,10
3,14,2,61,3,3,3,5,7.8369562300584015,4,0,64,160.31,67,2,2025,8,10
3,14,2,60,3,4,4,5,6.5639530513781015,6,0,63,96.2,64,2,2025,8,10
3,14,1,63,4,1,2,3,11.198372426299404,2,1,67,351.98,68,2,2025,8,10
3,14,3,58,6,11,5,6,4.252759516808421,12,0,64,46.73,57,2,2025,8,10
3,15,1,63,7,2,5,6,14.900554597018017,3,0,70,187.55,77,2,2025,8,10
3,15,3,69,8,2,2,4,6.116732255772579,3,0,77,207.51,85,2,2025,8,10
3,15,3,64,4,9,4,5,3.984221746094146,10,0,68,67.36,63,2,2025,8,10
3,15,1,68,5,1,3,4,14.42624969418054,2,0,73,325.82,76,2,2025,8,10
3,15,3,70,10,8,5,5,4.471953578122728,11,0,80,59.46,80,2,2025,8,10
3,15,2,75,5,0,1,2,8.129367518019437,1,1,80,610.99,86,2,2025,8,10
3,16,3,68,3,10,5,7,4.292251825180571,12,0,71,60.33,61,2,2025,8,10
3,16,1,71,4,1,3,5,13.22771569102923,2,0,75,311.29,80,2,2025,8,10
3,16,3,76,6,1,2,3,8.27952251454312,2,0,82,319.28,88,2,2025,8,10
3,16,0,82,7,1,2,2,9.8994127399266,2,0,89,407.97,96,2,2025,8,10
3,16,3,80,2,4,4,4,7.132350954769693,6,0,82,147.26,81,2,2025,8,10
3,16,1,84,7,3,5,5,11.342911068857587,4,0,91,185.59,96,2,2025,8,10
3,17,0,84,0,0,1,1,10.475033475390624,1,0,84,881.55,83,2,2025,8,10
3,17,2,87,7,4,4,6,7.503200580840038,5,0,94,164.61,97,2,2025,8,10
3,17,0,90,4,1,2,3,8.695050316896413,2,0,94,389.09,100,2,2025,8,10
3,17,3,92,6,4,3,4,5.185493454796563,6,0,98,156.98,103,2,2025,8,10
3,17,3,93,7,6,3,4,4.38194224619461,7,0,100,140.23,103,2,2025,8,10
3,17,0,100,7,0,1,2,11.142324402141574,1,0,107,1114.81,116,2,2025,8,10
3,18,1,99,2,3,4,4,10.820742822815548,4,0,101,266.68,98,2,2025,8,10
3,18,1,100,1,0,1,2,9.970128264906457,1,0,101,997.45,103,2,2025,8,10
3,18,2,101,2,1,1,1,4.899557349597453,2,0,103,492.53,104,2,2025,8,10
3,18,2,96,1,6,5,6,5.943708196907229,8,0,97,115.85,89,2,2025,8,10
3,18,2,96,2,2,3,5,9.37925981650448,3,0,98,297.19,101,2,2025,8,10
3,18,2,94,3,5,5,6,7.699374688141619,6,0,97,142.06,94,2,2025,8,10
3,19,0,96,2,0,1,1,12.97874014600674,1,0,98,1242.43,100,2,2025,8,10
3,19,0,98,5,3,5,6,11.897046401804133,4,0,103,233.26,105,2,2025,8,10
3,19,1,98,0,0,1,1,13.27497918434148,1,0,98,1302.43,100,2,2025,8,10
3,19,2,103,5,0,1,2,7.395556168795799,1,0,108,761.55,114,2,2025,8,10
3,19,1,100,0,3,4,6,10.29537786200424,4,0,100,259.11,98,2,2025,8,10
3,19,1,99,1,2,4,4,11.460969821257857,3,0,100,282.84,102,2,2025,8,10
3,20,1,102,3,0,1,2,12.499643599115284,1,0,105,1274.82,106,2,2025,8,10
3,20,3,99,1,4,3,4,5.249189925890231,6,0,100,172.8,98,2,2025,8,10
3,20,1,98,1,2,3,3,11.61893862512201,3,0,99,380.77,96,2,2025,8,10
3,20,1,98,4,4,5,5,10.521204557650623,5,0,102,205.78,104,2,2025,8,10
3,20,1,97,0,1,2,4,12.74621835413279,2,0,97,616.86,97,2,2025,8,10
3,20,1,95,0,2,3,3,11.409211088445137,3,0,95,361.94,92,2,2025,8,10
3,21,1,92,0,3,5,6,13.546100436768336,4,0,92,247.99,87,2,2025,8,10
3,21,3,84,0,8,4,5,3.5398219316523107,11,1,84,73.22,76,2,2025,8,10
3,21,1,84,0,0,1,2,12.543857452734716,1,0,84,1056.1,85,2,2025,8,10
3,21,2,85,2,1,2,3,8.02291136169829,2,0,87,341.25,89,2,2025,8,10
3,21,1,84,2,3,4,6,9.827653392797323,4,0,86,208.82,87,2,2025,8,10
3,21,1,84,0,0,1,3,11.142576613379369,1,0,84,938.53,84,2,2025,8,10
3,22,1,85,2,1,2,4,12.350659627530613,2,0,87,526.71,87,2,2025,8,10
3,22,2,84,4,5,3,4,5.442712180878731,6,0,88,153.31,88,2,2025,8,10
3,22,0,84,3,3,4,6,9.261332426958834,4,0,87,194.0,86,2,2025,8,10
3,22,3,85,3,2,1,3,3.959642248909536,3,0,88,334.14,89,2,2025,8,10
3,22,2,82,1,4,4,6,6.415250423265391,6,0,83,133.92,80,2,2025,8,10
3,22,2,80,2,4,2,4,4.016569263366907,5,0,82,158.75,83,2,2025,8,10
3,23,0,78,1,3,4,6,11.021839386344515,4,0,79,215.72,80,2,2025,8,10
3,23,1,80,2,0,2,4,13.768626590661096,1,0,82,553.16,83,2,2025,8,10
3,23,0,79,2,3,4,6,9.798393456642868,4,0,81,196.4,77,2,2025,8,10
3,23,1,80,2,1,2,4,10.15460360241504,2,0,82,402.55,82,2,2025,8,10
3,23,0,80,3,3,4,4,10.18903562613452,4,0,83,202.43,85,2,2025,8,10
3,23,2,78,1,3,4,4,7.5315452020221265,5,0,79,145.03,74,2,2025,8,10
1,0,2,1,6,5,4,4,7.130756439121205,6,0,7,0.0,7,0,2025,8,11
1,0,1,4,4,1,2,2,13.2691830282282,2,0,8,25.47,9,0,2025,8,11
1,0,2,6,4,2,2,4,6.240370321373465,3,0,10,19.57,13,0,2025,8,11
1,0,3,1,0,5,2,2,3.0,7,0,1,1.94,0,0,2025,8,11
1,0,3,4,3,0,1,2,8.236866129758212,1,0,7,32.63,9,0,2025,8,11
1,0,1,4,2,2,4,5,11.651016232236836,3,0,6,13.17,3,0,2025,8,11
1,1,0,6,3,1,2,2,12.54907745691947,2,0,9,40.86,9,0,2025,8,11
1,1,3,5,2,3,3,4,6.682618494503268,4,0,7,12.05,3,0,2025,8,11
1,1,1,9,5,1,3,3,12.465205625460356,2,0,14,36.94,21,1,2025,8,11
1,1,3,10,2,1,1,1,6.227950166932972,2,0,12,61.14,11,0,2025,8,11
1,1,0,11,4,3,4,6,7.631661163628326,5,0,15,20.58,15,0,2025,8,11
1,1,2,9,1,3,4,5,10.478703294270035,4,0,10,23.16,6,0,2025,8,11
1,2,0,8,3,4,5,6,9.97106656222574,5,0,11,17.27,8,0,2025,8,11
1,2,1,8,1,1,3,3,12.844627339746742,2,1,9,31.3,10,0,2025,8,11
1,2,2,9,5,4,3,3,5.900950707722108,5,0,14,19.33,13,0,2025,8,11
1,2,0,14,8,3,4,6,10.716636818859868,4,0,22,39.4,27,1,2025,8,11
1,2,2,13,1,2,2,4,6.882699286387312,3,0,14,46.59,14,0,2025,8,11
1,2,0,12,3,4,5,5,9.07832370372867,6,0,15,21.95,17,1,2025,8,11
1,3,2,12,2,2,2,2,7.819896489355568,3,0,14,45.01,12,0,2025,8,11
1,3,2,15,5,2,2,4,7.729384552927526,3,0,20,55.54,25,1,2025,8,11
1,3,1,17,4,2,4,5,12.108433320652066,3,0,21,48.14,20,1,2025,8,11
1,3,1,20,3,0,1,3,12.837001165688411,1,0,23,256.23,28,1,2025,8,11
1,3,0,20,3,3,4,4,10.75347134873067,4,0,23,54.35,21,1,2025,8,11
1,3,1,24,5,1,2,3,11.721935834488816,2,0,29,138.64,32,1,2025,8,11
1,4,0,26,4,2,4,6,13.035988632542256,3,0,30,85.79,30,1,2025,8,11
1,4,1,27,4,3,4,5,11.1455321348307,4,0,31,80.81,29,1,2025,8,11
1,4,1,30,3,0,1,1,10.44885644408141,1,0,33,314.94,39,2,2025,8,11
1,4,1,32,4,2,5,6,14.85921498097463,3,0,36,95.36,35,1,2025,8,11
1,4,2,28,1,5,5,7,7.417296737806432,7,0,29,39.76,25,1,2025,8,11
1,4,0,27,0,1,2,2,9.749139863071436,2,0,27,131.6,28,1,2025,8,11
1,5,3,16,5,16,5,7,3.0,17,0,21,10.01,9,0,2025,8,11
1,5,1,18,2,0,2,4,14.104225832079454,1,0,20,125.38,19,1,2025,8,11
1,5,3,18,4,4,3,4,5.777519654001042,5,0,22,31.27,24,1,2025,8,11
1,5,3,19,2,1,1,3,4.475372749968264,2,0,21,81.92,23,1,2025,8,11
1,5,1,19,3,3,5,7,13.318382685390558,4,0,22,49.89,20,1,2025,8,11
1,5,0,21,4,2,2,4,6.922341113041028,3,0,25,72.22,30,1,2025,8,11
1,6,2,22,2,1,1,1,6.519241816723191,2,0,24,146.74,28,1,2025,8,11
1,6,1,22,1,1,2,3,12.70887015233036,2,0,23,138.89,26,1,2025,8,11
1,6,1,28,6,0,1,2,10.761885561370264,1,0,34,300.48,40,2,2025,8,11
1,6,0,27,2,3,4,5,10.364548820309237,4,0,29,73.5,30,1,2025,8,11
1,6,2,31,7,3,3,3,7.129844457078349,4,0,38,75.95,41,2,2025,8,11
1,6,2,29,2,4,3,3,5.764680656274855,5,0,31,56.24,27,1,2025,8,11
1,7,3,19,4,14,5,6,3.0,17,0,23,9.65,11,0,2025,8,11
1,7,1,22,3,0,1,2,11.984604135468272,1,0,25,263.49,28,1,2025,8,11
1,7,3,25,4,1,1,1,4.725944034189919,2,0,29,122.98,29,1,2025,8,11
1,7,0,28,4,1,2,3,10.01086208639244,2,0,32,140.28,32,1,2025,8,11
1,7,0,31,6,3,4,5,9.147132891418654,4,0,37,72.83,40,2,2025,8,11
1,7,1,33,5,3,5,5,11.346281763933565,4,0,38,71.5,41,2,2025,8,11
1,8,2,39,8,2,2,2,7.501259523835807,3,0,47,149.18,54,2,2025,8,11
1,8,1,41,3,1,2,3,11.620658640232886,2,0,44,242.57,44,2,2025,8,11
1,8,2,42,4,3,4,4,9.425820128541762,4,0,46,100.86,45,2,2025,8,11
1,8,3,30,1,13,5,7,3.0,17,0,31,18.1,19,1,2025,8,11
1,8,3,26,2,6,4,4,5.287125153677316,8,1,28,34.29,27,1,2025,8,11
1,8,1,30,6,2,4,6,13.022291131649329,3,0,36,99.89,37,2,2025,8,11
1,9,3,40,16,6,2,2,3.0,7,0,56,60.52,67,2,2025,8,11
1,9,0,39,3,4,4,6,8.823861405191375,5,0,42,85.75,42,2,2025,8,11
1,9,3,41,5,3,2,2,4.078499713679159,5,0,46,82.2,46,2,2025,8,11
1,9,0,49,9,1,2,2,9.755267093530152,2,0,58,239.47,65,2,2025,8,11
1,9,3,45,3,7,4,5,5.331298027235444,8,0,48,57.62,45,2,2025,8,11
1,9,1,55,12,2,3,3,9.034985166734945,3,0,67,166.78,75,2,2025,8,11
1,10,2,71,16,0,1,3,9.626419455526452,1,0,87,682.38,103,2,2025,8,11
1,10,2,67,2,6,4,4,5.965455122318552,7,1,69,100.23,68,2,2025,8,11
