day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,future_crowd,year,month,day
2,3,0,5,4,2,5,7,14.348877437734345,3,0,9,8,2025,10,25
0,17,1,253,3,1,2,4,11.39234969061825,2,1,256,261,2025,8,15
4,14,3,200,5,6,5,5,5.473713198462057,9,0,205,202,2025,3,6
3,10,1,31,7,3,5,5,11.21150187659268,4,0,38,42,2025,2,23
1,6,2,20,5,5,4,6,6.247673225287828,6,0,25,26,2025,6,23
5,15,3,383,18,6,4,5,5.465593601963338,7,0,401,410,2025,12,9
2,9,1,10,5,3,5,6,12.817851316504877,4,0,15,18,2025,11,1
4,6,3,46,3,2,2,4,5.8808320832520025,3,0,49,49,2025,4,24
3,18,0,102,2,0,1,1,10.022536871841664,1,0,104,104,2025,9,28
4,19,1,305,4,3,5,7,11.951479963262528,4,0,309,312,2025,7,31
2,22,0,108,2,4,5,6,9.98863318183332,5,0,110,109,2025,9,20
2,15,2,55,3,5,3,3,5.036353103044603,6,0,58,54,2025,5,3
6,9,1,20,3,1,3,4,13.55502297107321,2,0,23,22,2025,9,3
1,11,0,103,9,3,5,5,11.701900965403862,4,0,112,115,2025,11,10
1,18,1,401,3,3,4,5,10.174582141110292,4,0,404,403,2025,3,10
1,19,1,357,1,0,1,2,11.299413905021163,1,0,358,358,2025,6,30
1,9,1,81,4,2,4,4,12.688800632979529,3,1,85,86,2025,12,8
3,12,2,51,3,5,4,4,6.389616447681309,6,0,54,53,2025,9,28
4,4,1,32,0,2,4,5,13.516963263176931,3,0,32,28,2025,11,27
4,20,0,379,4,2,3,5,11.769502695878677,3,0,383,383,2025,7,10
3,16,0,117,6,0,1,1,8.748149727844815,1,0,123,130,2025,3,16
1,1,0,17,1,4,4,6,7.298192584945998,5,1,18,18,2025,12,8
5,21,1,346,1,0,2,3,13.955443642860695,1,0,347,351,2025,3,4
5,17,3,322,5,1,1,3,5.550678346088933,2,0,327,332,2025,3,11
3,15,0,84,4,2,3,4,8.962404864937994,3,0,88,89,2025,7,20
6,17,1,309,10,2,3,5,10.1926062810941,3,0,319,327,2025,11,26
1,3,3,50,3,5,2,2,3.555649701018095,6,0,53,52,2025,9,8
6,14,1,223,9,1,3,4,15.46210906277855,2,0,232,241,2025,7,2
0,0,1,3,5,2,4,6,13.49789445087996,3,0,8,9,2025,3,7
1,22,3,321,6,2,2,2,6.7632126035865365,3,0,327,328,2025,9,29
1,7,0,36,7,3,3,4,7.92039858602039,4,0,43,45,2025,7,7
0,17,1,281,1,2,3,5,11.625740450820665,3,0,282,279,2025,5,23
0,23,2,316,2,1,1,2,4.081113874599966,2,0,318,317,2025,11,21
6,16,0,281,14,2,3,4,10.701675623245,3,0,295,310,2025,1,29
3,9,1,7,7,3,5,7,10.72143518593582,5,0,14,18,2025,4,20
1,17,2,201,3,4,4,4,7.4979987769547956,5,0,204,200,2025,4,28
4,2,1,15,4,0,1,3,11.653149414732791,1,0,19,22,2025,6,26
2,12,1,43,2,1,2,2,13.316493007047558,2,0,45,43,2025,8,9
0,17,0,264,10,3,4,6,10.89243173109381,4,0,274,279,2025,4,4
6,11,1,157,10,0,1,1,11.584032905900878,1,0,167,179,2025,10,1
1,16,0,257,3,0,1,2,7.837443142290235,1,0,260,260,2025,7,21
4,16,1,286,9,4,5,6,10.772985948478675,5,0,295,300,2025,11,6
0,8,1,41,4,2,5,5,15.08735382581794,3,0,45,47,2025,2,7
4,21,1,322,3,1,3,3,13.481720774906062,2,0,325,328,2025,2,6
0,6,2,16,1,5,5,5,8.960269926571614,6,0,17,12,2025,3,28
0,20,1,293,2,3,4,4,10.022076672549062,4,0,295,297,2025,8,15
0,3,1,19,2,2,4,4,12.514384269927929,3,0,21,20,2025,7,18
0,23,1,337,5,1,2,3,12.73598407351652,2,0,342,349,2025,11,28
6,20,1,298,3,2,4,5,14.732675623557949,3,0,301,299,2025,11,26
2,4,0,2,3,1,2,2,11.765195960451786,2,0,5,4,2025,10,25
5,1,1,3,3,1,2,4,10.683770141616757,2,0,6,8,2025,11,25
0,11,3,138,5,5,3,3,5.364721903186166,6,0,143,142,2025,3,7
3,21,1,71,1,1,3,3,13.686991293057211,2,0,72,73,2025,4,20
3,14,1,49,8,2,4,5,12.041762214862883,3,0,57,61,2025,4,20
6,1,0,35,7,1,2,4,9.327191516877615,2,0,42,51,2025,7,2
6,5,1,40,4,3,5,7,12.13929455042441,4,0,44,45,2025,5,7
1,11,2,130,7,0,1,1,8.366139185055085,1,0,137,141,2025,2,17
2,7,1,13,5,3,5,5,11.81439276825373,4,0,18,21,2025,8,2
0,2,0,5,4,4,5,6,9.283739583318203,5,0,9,6,2025,5,2
6,12,1,136,3,2,4,5,12.592298086230787,3,1,139,139,2025,3,12
3,6,1,6,4,0,1,2,12.115452243804617,1,0,10,12,2025,1,19
3,11,1,44,6,2,3,4,11.2930622351877,3,0,50,57,2025,2,23
4,14,3,227,5,4,3,3,5.539184842656546,5,0,232,230,2025,7,31
0,7,1,55,4,0,1,2,11.521025515147064,1,0,59,65,2025,7,4
6,2,3,12,3,3,2,4,4.942329689117867,4,1,15,12,2025,12,10
2,9,2,4,6,9,4,6,4.145500807725382,10,0,10,9,2025,2,1
3,20,1,107,4,2,3,4,11.470531123275348,3,0,111,112,2025,4,27
5,6,1,4,4,2,4,6,11.462738051110255,3,0,8,8,2025,8,26
2,23,1,108,2,0,1,1,13.284832446707778,1,0,110,110,2025,9,20
3,5,1,0,0,1,2,2,11.85041141733859,2,0,0,0,2025,7,20
6,21,0,281,6,3,5,5,11.116836173759395,4,0,287,291,2025,9,3
2,15,0,57,4,3,4,6,10.30223814699317,4,0,61,63,2025,1,18
1,21,3,373,4,3,2,4,5.04867525290634,4,0,377,375,2025,5,26
0,16,1,289,10,3,4,6,10.661704714743724,4,0,299,304,2025,3,14
5,7,2,65,4,3,2,3,4.56328421898419,4,0,69,68,2025,9,23
1,14,0,207,7,2,3,4,9.99352045631774,3,0,214,221,2025,6,23
4,23,1,353,6,0,1,2,10.547047503573005,1,0,359,362,2025,10,9
2,18,0,87,3,2,4,4,11.834676433869006,3,0,90,89,2025,4,26
3,20,1,70,1,1,2,4,11.648398928638848,2,0,71,74,2025,9,14
1,17,1,268,1,3,5,6,11.298453555142968,4,0,269,266,2025,4,21
2,11,1,52,7,0,1,2,11.47820263179461,1,0,59,68,2025,8,23
4,23,2,293,5,10,5,6,4.214812491016588,12,0,298,294,2025,10,2
4,15,1,257,10,4,5,5,10.94892771285054,5,0,267,275,2025,5,29
0,12,0,179,5,3,4,6,9.001843642392487,4,0,184,184,2025,9,5
3,14,1,61,6,0,1,3,11.673700839783091,1,0,67,70,2025,8,10
6,18,1,323,2,0,1,3,12.43895322823396,1,1,325,325,2025,2,19
6,20,1,319,3,3,4,6,11.292525086617731,4,0,322,321,2025,7,23
6,17,1,243,5,3,5,7,11.246908161114966,4,0,248,248,2025,3,26
4,7,2,24,8,3,3,4,7.888644693529137,4,0,32,35,2025,7,17
4,17,1,323,5,1,3,5,14.54517344754426,2,0,328,332,2025,5,1
3,22,3,83,0,5,2,4,3.258036984844879,6,0,83,80,2025,7,27
6,3,1,28,5,2,4,5,12.7522159185517,3,0,33,36,2025,7,30
3,4,0,3,1,0,1,3,12.790834081431878,1,0,4,5,2025,7,13
0,18,1,297,4,1,2,2,11.456975735514424,2,0,301,306,2025,6,13
2,11,1,25,8,1,2,3,10.998265548486485,2,0,33,41,2025,2,1
0,8,2,37,3,1,1,2,5.535993938807204,2,0,40,41,2025,5,16
1,21,3,351,5,2,2,2,6.667381619219315,3,0,356,359,2025,3,31
1,19,1,338,5,1,2,3,12.735035759655018,2,0,343,344,2025,7,28
1,1,1,14,4,2,4,4,11.972826626432068,3,0,18,19,2025,6,16
1,16,3,302,5,5,4,4,7.027119369679125,6,0,307,304,2025,5,26
4,16,2,292,18,2,2,2,7.722636035046401,3,0,310,325,2025,6,12
3,16,3,58,6,5,2,2,3.380111723328084,6,0,64,65,2025,3,9
1,5,1,43,2,2,4,5,11.958323599352465,3,0,45,43,2025,7,14
0,19,3,286,3,4,3,4,6.052143325177058,5,0,289,288,2025,2,28
3,16,1,75,3,0,1,3,10.002760193849866,1,0,78,80,2025,5,4
3,11,3,25,7,3,2,2,3.9866164974465934,5,0,32,38,2025,6,1
5,23,1,364,4,1,2,4,12.088947885451036,2,0,368,373,2025,7,29
0,12,0,202,9,2,3,4,10.618530301102826,3,0,211,221,2025,1,17
0,20,0,341,2,2,3,5,11.094107060883996,3,0,343,344,2025,5,2
6,18,3,277,3,5,5,7,7.526789074679541,7,0,280,280,2025,1,1
5,6,1,42,4,1,2,4,11.984225833632989,2,0,46,50,2025,4,8
2,17,0,114,7,2,3,4,9.047453862111526,3,0,121,124,2025,6,21
2,15,3,72,6,8,4,6,4.456208845187459,9,0,78,79,2025,6,14
0,4,1,48,7,1,3,3,14.430007505727094,2,0,55,63,2025,3,7
3,15,1,87,4,1,2,2,11.816266419925292,2,0,91,91,2025,7,20
2,15,3,73,4,2,1,1,3.0,3,0,77,76,2025,1,25
0,13,1,233,0,3,5,7,11.848920379055697,4,0,233,228,2025,1,31
0,8,1,52,4,1,2,4,11.945030548103034,2,0,56,57,2025,2,21
2,3,1,2,3,2,4,5,12.969631032118018,3,0,5,6,2025,8,2
5,2,1,3,2,2,3,5,11.521291599463114,3,0,5,3,2025,8,26
1,21,0,351,4,3,5,5,12.59799584557461,4,0,355,353,2025,9,1
0,13,1,238,1,2,3,3,11.350851810588782,3,0,239,240,2025,6,6
1,21,2,353,5,3,3,3,6.893533689524158,4,0,358,361,2025,6,23
4,23,3,402,3,11,5,5,3.6307097997447633,14,0,405,400,2025,2,27
3,14,1,45,7,0,2,2,14.961623174139362,1,0,52,62,2025,2,9
6,10,2,43,5,5,5,7,7.893570175575748,6,0,48,49,2025,2,19
4,12,1,170,14,0,2,3,13.503312796358797,1,0,184,197,2025,6,12
4,3,1,31,1,1,2,2,11.934518613224984,2,0,32,31,2025,7,10
0,13,3,191,3,3,3,3,6.985231569661027,4,0,194,195,2025,1,3
5,2,2,16,2,3,3,5,8.540696500304357,4,0,18,16,2025,9,9
4,11,1,118,10,4,5,6,9.89081567776222,5,0,128,136,2025,2,13
2,1,0,5,2,0,1,2,7.727030165709847,1,0,7,12,2025,4,19
0,23,0,329,5,3,5,5,13.271744821356124,4,0,334,336,2025,9,26
5,6,3,29,0,2,1,1,3.0,3,1,29,28,2025,2,11
0,22,1,379,5,1,3,5,12.745932053241988,2,0,384,385,2025,7,25
5,11,1,139,12,3,4,5,11.053259728262924,4,0,151,159,2025,9,23
5,9,0,56,7,0,1,1,11.618294736245872,1,0,63,69,2025,11,4
2,20,3,84,3,5,4,5,5.910946214875912,7,0,87,83,2025,6,28
5,6,1,26,4,0,1,3,12.205198210188536,1,0,30,36,2025,4,29
6,3,0,2,2,0,1,3,7.969710751344409,1,0,4,6,2025,9,24
4,22,1,328,4,2,3,4,10.602082422053122,3,0,332,331,2025,2,20
0,21,0,293,5,0,1,1,12.299484854009853,1,0,298,301,2025,7,18
6,18,3,310,4,6,4,4,5.494003411093295,7,0,314,312,2025,11,26
0,1,3,8,1,9,3,3,3.0,10,0,9,0,2025,6,20
2,17,3,98,4,9,5,6,4.6316458629228965,11,0,102,98,2025,10,18
4,10,0,95,12,5,5,6,9.07585562050716,6,0,107,111,2025,9,25
4,5,0,15,2,3,4,5,9.147471649385016,4,0,17,19,2025,10,9
0,10,3,110,3,4,2,3,4.306883745636824,5,0,113,114,2025,3,14
3,8,1,5,3,2,4,6,12.146260190555578,3,0,8,9,2025,1,26
3,5,2,0,1,1,2,4,8.405297062403873,2,1,1,3,2025,6,15
3,14,0,40,4,1,2,4,10.85292190550485,2,0,44,44,2025,1,26
6,6,1,43,5,1,2,3,13.09924205416736,2,0,48,49,2025,8,13
0,17,3,312,12,6,5,5,5.9237521356386935,8,0,324,327,2025,5,16
4,22,2,419,4,5,5,6,7.85436084366401,6,0,423,425,2025,7,24
0,4,3,34,4,2,2,3,6.652676105086856,3,0,38,41,2025,8,29
3,18,0,104,2,3,4,6,10.430782990890052,4,0,106,104,2025,4,6
0,16,2,367,12,4,5,6,9.30074295427766,5,0,379,388,2025,9,19
1,22,0,315,4,0,1,2,9.431783752546831,1,0,319,322,2025,2,17
2,7,1,1,1,0,1,1,10.873314764022773,1,0,2,0,2025,2,22
1,2,2,19,2,5,4,4,5.883302041459015,7,0,21,20,2025,10,6
2,14,1,70,4,3,5,6,13.592106291808182,4,0,74,77,2025,6,14
4,10,1,116,9,1,3,3,14.236912162018882,2,0,125,134,2025,6,26
6,16,1,282,12,3,5,7,13.17786797417804,4,0,294,300,2025,8,27
0,13,3,159,4,5,3,4,5.116277607636647,6,0,163,163,2025,5,30
6,23,3,228,0,4,4,5,8.138638846153523,5,0,228,222,2025,7,9
4,19,0,297,7,2,3,3,9.391494153160329,3,0,304,310,2025,4,10
0,7,2,36,2,5,4,5,5.621259986181332,7,0,38,37,2025,10,17
4,21,2,334,7,7,5,7,5.617673613313159,9,0,341,343,2025,10,9
1,18,0,368,7,2,3,3,10.31688916464393,3,0,375,379,2025,8,18
4,1,1,11,2,0,2,2,15.051862722472103,1,0,13,18,2025,9,11
5,23,2,436,8,3,4,4,9.33548410045735,4,0,444,450,2025,12,2
0,16,3,273,5,5,3,5,4.423448302460235,7,0,278,281,2025,3,7
1,8,2,92,4,0,1,3,8.727218388901063,1,0,96,102,2025,3,10
6,10,3,43,5,5,3,4,4.5196329355118126,7,0,48,49,2025,2,19
4,20,3,331,1,7,5,7,5.23258422483712,10,0,332,323,2025,9,25
0,20,1,368,4,3,5,6,11.661339264233188,4,0,372,376,2025,2,21
3,2,3,0,2,4,3,3,5.796935585832176,5,0,2,0,2025,11,30
6,4,3,39,7,3,3,5,8.125888311831542,4,0,46,49,2025,6,4
1,11,1,135,12,0,2,2,14.409407860314897,1,0,147,161,2025,11,10
0,8,3,58,5,5,2,4,3.563150168486492,6,0,63,60,2025,10,10
6,10,1,85,7,3,4,5,10.910707248840351,4,0,92,96,2025,6,18
0,2,0,27,2,0,1,1,7.933915416199675,1,0,29,32,2025,7,25
4,14,1,188,9,3,4,4,9.963276639119282,4,0,197,205,2025,10,2
1,15,3,203,10,6,2,3,3.0,7,0,213,217,2025,4,21
4,6,3,35,2,8,5,6,5.543064768325946,9,0,37,31,2025,11,13
3,3,1,5,5,0,1,3,12.540655367487693,1,0,10,12,2025,8,17
0,21,1,343,6,1,3,4,12.456513116089264,2,0,349,354,2025,3,14
3,11,0,35,7,0,1,1,8.395138877475862,1,0,42,51,2025,5,18
1,17,3,282,7,10,4,6,3.3111790902746225,12,0,289,288,2025,1,27
0,0,3,9,4,2,1,1,3.0,3,0,13,18,2025,7,18
3,7,2,0,0,5,3,4,5.373804126333918,6,0,0,0,2025,4,27
1,3,1,16,4,3,5,7,12.129785659610224,4,0,20,21,2025,8,4
4,17,0,291,12,3,3,5,7.948387788786735,4,0,303,310,2025,6,5
4,19,1,323,1,0,1,2,13.122949085872936,1,0,324,323,2025,8,7
0,2,1,7,7,1,2,4,11.670281587325004,2,0,14,20,2025,11,14
5,8,2,36,4,5,4,4,5.643273445189182,7,0,40,39,2025,8,19
2,6,3,0,2,5,4,4,5.940194831216931,7,0,2,0,2025,4,19
4,16,2,319,14,7,5,5,6.160201523333285,8,0,333,340,2025,7,10
4,10,1,118,10,2,4,6,13.760224633093522,3,0,128,133,2025,11,6
0,5,0,33,1,3,4,5,9.42069798463104,4,0,34,29,2025,6,13
0,4,1,20,3,3,4,4,9.984502599808575,4,0,23,23,2025,1,10
6,10,1,103,12,0,1,1,11.898249378090888,1,0,115,126,2025,10,22
1,2,2,30,6,2,2,2,5.974272362520472,3,0,36,38,2025,10,13
4,7,0,35,2,3,4,6,10.913951502249969,4,0,37,37,2025,5,8
3,22,1,89,1,2,4,6,14.454948651526324,3,0,90,89,2025,11,2
5,14,2,212,3,6,5,6,6.619760101209471,8,0,215,211,2025,9,16
0,17,2,304,10,7,4,6,4.660047087531547,9,0,314,320,2025,5,2
0,22,3,309,2,9,3,3,3.039187212908381,10,0,311,302,2025,2,28
2,19,2,99,1,3,3,5,7.246702618484935,4,0,100,99,2025,1,4
4,12,1,183,5,2,3,5,11.78894944975413,3,0,188,190,2025,2,20
3,20,1,77,1,1,2,2,12.957535715956285,2,0,78,76,2025,5,25
5,4,2,29,2,4,3,4,6.089977254402495,5,0,31,28,2025,8,5
1,10,2,80,1,6,5,5,5.300806987003887,9,0,81,77,2025,6,23
2,22,1,72,0,3,4,5,9.457458206633078,4,0,72,70,2025,12,6
3,14,0,68,3,3,4,5,11.307460955741512,4,0,71,74,2025,8,17
3,1,1,1,2,1,3,3,13.704640024957996,2,0,3,6,2025,9,21
6,15,0,201,0,1,2,4,12.266146201568574,2,0,201,197,2025,1,1
1,17,3,247,9,8,5,6,5.471974747470364,9,0,256,259,2025,6,16
2,9,3,25,7,4,3,5,5.770903537664808,5,0,32,34,2025,8,30
0,19,0,333,5,2,3,5,10.972401675720477,3,0,338,338,2025,9,12
0,21,3,389,4,5,2,3,3.0,7,0,393,395,2025,8,22
5,18,2,332,2,0,1,3,9.372625407478894,1,0,334,333,2025,11,11
1,2,1,16,4,3,4,4,10.930620172008783,4,0,20,21,2025,4,14
3,20,0,72,2,2,4,6,12.750756518260545,3,0,74,76,2025,9,21
4,18,1,285,2,2,3,5,10.3607797854887,3,0,287,286,2025,10,2
2,22,0,63,2,4,5,6,9.33341258592398,5,0,65,62,2025,6,7
4,22,0,279,4,4,5,6,9.725173878159064,5,0,283,283,2025,4,10
3,3,2,0,3,4,5,5,9.203925735238574,5,0,3,0,2025,1,5
2,20,1,125,1,0,1,1,11.869090887603427,1,0,126,126,2025,3,15
2,4,0,0,1,6,5,6,7.617701971365259,7,0,1,0,2025,11,22
2,7,1,1,1,1,2,3,8.753058896843015,2,0,2,5,2025,9,20
3,6,0,5,2,1,2,2,8.46359005855371,2,0,7,8,2025,10,12
5,19,3,337,0,4,2,3,3.726406966301767,5,0,337,330,2025,9,2
2,4,1,1,1,0,2,2,14.590636732113548,1,0,2,1,2025,3,22
4,7,2,38,3,5,2,3,3.0,7,0,41,42,2025,10,30
0,18,1,404,4,3,5,6,11.02654818277336,5,0,408,410,2025,6,6
4,11,2,161,10,1,2,3,9.145940028557105,2,0,171,181,2025,10,16
6,1,3,11,6,8,4,6,4.320638932569587,9,0,17,16,2025,5,14
2,12,0,62,2,1,2,3,10.435563699232992,2,0,64,62,2025,9,27
5,0,1,2,3,1,2,4,12.781284862313782,2,0,5,8,2025,2,4
4,15,1,254,7,0,1,1,11.271827035607346,1,0,261,269,2025,5,8
2,3,1,1,2,1,3,4,13.380612818836964,2,0,3,7,2025,9,13
0,12,0,134,9,4,4,4,8.536187409882245,5,0,143,148,2025,5,30
5,14,0,249,9,0,1,1,9.028684714915034,1,0,258,265,2025,11,4
1,10,0,146,10,2,4,6,12.068192208509974,3,0,156,163,2025,6,2
2,5,1,0,2,4,5,5,9.59520822490004,5,0,2,2,2025,8,30
5,14,1,240,5,0,2,4,13.79685080485251,1,0,245,248,2025,12,2
3,8,2,2,3,5,4,4,6.292378844812481,6,0,5,4,2025,1,12
0,10,1,119,10,1,2,2,10.26631133457235,2,0,129,135,2025,9,5
4,19,1,317,2,1,2,3,11.072713179267511,2,0,319,323,2025,8,7
3,4,0,5,3,0,1,3,8.851527989611382,1,0,8,14,2025,6,15
0,13,0,164,4,0,1,1,8.878971613925126,1,0,168,171,2025,9,26
5,21,0,400,4,1,2,2,10.62326254432814,2,0,404,407,2025,7,1
3,17,1,75,5,1,3,3,13.976076498672262,2,0,80,86,2025,7,13
3,3,0,0,0,2,2,3,7.8076394516755325,3,0,0,0,2025,3,9
6,21,1,307,1,2,3,3,11.331809272289654,3,0,308,304,2025,10,29
4,5,1,25,2,3,4,6,11.227582966254896,4,0,27,27,2025,5,1
5,1,2,1,4,3,3,3,7.949789668176718,4,0,5,3,2025,7,1
2,15,1,49,4,2,4,5,12.17286358661444,3,0,53,57,2025,7,19
4,15,2,180,10,8,5,5,5.616377331806185,9,0,190,190,2025,9,4
4,2,2,12,2,3,3,3,7.402117512813623,4,0,14,12,2025,7,31
4,23,3,303,4,3,2,3,4.392901820074591,5,0,307,311,2025,9,4
2,14,1,71,4,0,1,3,12.520525225177568,1,0,75,76,2025,4,5
5,12,1,193,14,1,3,3,12.071069173056882,2,0,207,221,2025,8,12
3,0,1,0,2,3,4,4,10.229297181953322,4,0,2,2,2025,5,4
6,18,3,339,4,3,3,3,7.614533647537641,4,0,343,343,2025,2,5
5,23,2,336,6,0,1,1,8.160459668924862,1,0,342,345,2025,4,15
2,11,1,36,6,0,1,1,11.31171773144375,1,0,42,49,2025,5,17
5,10,1,97,10,2,3,3,10.391941641833442,3,0,107,118,2025,5,13
5,16,1,226,7,3,4,4,11.285239375736452,4,0,233,234,2025,5,6
4,10,1,112,9,2,3,5,9.91815922680701,3,0,121,127,2025,10,16
1,11,1,60,5,1,2,2,11.52761420918798,2,0,65,72,2025,9,15
5,10,1,76,10,1,2,2,13.102389509735543,2,0,86,95,2025,11,4
6,5,1,13,2,0,1,2,11.228055292495252,1,0,15,19,2025,8,20
5,17,0,248,5,2,3,4,10.986698560726284,3,0,253,253,2025,4,1
6,13,1,147,2,2,3,5,9.6116668002596,3,0,149,152,2025,5,21
0,23,1,357,4,2,4,6,14.520079964388852,3,0,361,363,2025,5,2
0,4,3,19,4,2,2,4,7.44538161640172,3,0,23,27,2025,6,20
3,23,3,84,1,3,3,3,7.776875409290252,4,0,85,80,2025,6,15
6,21,2,299,3,1,2,3,8.451063247192435,2,0,302,307,2025,4,9
5,3,3,20,4,2,1,3,3.269663681763374,3,0,24,26,2025,4,22
6,21,1,337,4,0,1,2,12.033756116647917,1,0,341,346,2025,7,23
3,20,3,117,2,5,5,6,6.71301821327037,7,0,119,115,2025,6,22
4,11,0,168,9,2,3,5,9.089153200363551,3,0,177,182,2025,7,10
5,12,2,148,10,7,5,7,5.952347928005838,8,0,158,161,2025,4,15
1,13,3,174,3,5,3,4,4.592353143569324,7,0,177,178,2025,1,20
2,11,1,48,6,1,2,4,11.86718332309628,2,0,54,58,2025,9,27
2,3,3,0,0,11,4,5,3.0,13,1,0,0,2025,8,23
0,5,1,13,4,1,2,4,11.2009657602882,2,0,17,18,2025,2,7
6,15,2,197,12,7,5,5,6.278166897294674,8,0,209,217,2025,9,3
4,17,1,366,3,4,5,5,10.468500396657886,5,0,369,367,2025,10,16
0,8,0,33,4,3,5,6,9.570563020865787,5,0,37,36,2025,2,14
5,9,3,71,10,1,1,2,4.82320347641201,2,0,81,88,2025,9,16
6,8,0,45,2,2,3,3,9.498117130936732,3,0,47,44,2025,4,16
5,0,1,1,4,3,5,6,12.689514454943252,4,0,5,9,2025,11,25
2,3,1,3,2,0,1,3,12.854618687021496,1,0,5,5,2025,11,22
3,0,3,0,0,8,3,5,3.172991216061173,9,0,0,0,2025,8,24
6,23,1,338,5,3,4,5,11.213340375553356,4,0,343,342,2025,4,2
4,5,0,22,0,3,4,4,11.416780609535008,4,0,22,16,2025,5,8
2,5,1,1,1,0,1,2,13.301456879240549,1,1,2,6,2025,6,7
6,13,2,201,3,7,4,4,4.721490070391636,8,0,204,203,2025,7,16
1,14,1,212,3,0,1,1,11.514557566375354,1,0,215,218,2025,7,21
6,5,3,55,1,2,2,2,7.400354370873767,3,0,56,54,2025,9,17
5,17,1,311,12,4,5,6,10.09001560517911,5,0,323,330,2025,7,22
3,21,1,84,1,0,1,1,12.180598521901931,1,0,85,86,2025,11,30
6,11,3,157,10,4,3,5,5.857172785122192,5,0,167,171,2025,8,6
5,15,1,285,18,1,2,2,11.421233632031337,2,0,303,323,2025,1,14
5,20,1,335,1,0,1,1,12.484638866134953,1,0,336,339,2025,1,7
4,20,0,365,4,2,3,3,9.703895601690595,3,0,369,371,2025,5,8
5,20,2,389,7,3,3,4,8.555752873558205,4,0,396,397,2025,6,24
4,23,3,303,3,3,2,3,5.1663921573074365,4,0,306,306,2025,3,6
0,1,0,4,4,3,4,4,10.210102102636204,4,0,8,8,2025,9,26
0,11,2,98,5,5,3,5,5.307983140680491,6,0,103,104,2025,8,15
0,2,2,30,5,0,1,2,6.671806316323324,1,0,35,39,2025,7,11
5,11,0,161,9,3,4,5,11.003337969711836,4,0,170,176,2025,2,4
5,15,0,264,10,4,5,5,9.80470514175797,5,0,274,281,2025,10,28
2,5,3,0,3,4,3,4,6.028291495488178,5,0,3,3,2025,5,31
3,1,1,0,2,3,5,6,13.01731306900762,4,0,2,1,2025,10,5
6,8,0,77,4,0,1,1,8.68510756345888,1,0,81,83,2025,8,13
0,17,3,251,3,10,4,5,3.0,13,0,254,250,2025,8,1
5,8,0,38,4,1,1,3,6.432593372896758,2,0,42,48,2025,1,21
0,14,1,204,10,0,1,2,11.600587842962506,1,0,214,227,2025,4,18
1,13,2,190,3,5,4,5,6.763253376038746,6,0,193,192,2025,11,3
4,4,0,14,5,0,1,1,9.752831753014467,1,0,19,23,2025,7,31
6,19,2,355,6,3,3,4,8.053933158077644,4,0,361,365,2025,7,30
2,17,3,93,6,2,2,3,6.046521318825978,3,0,99,100,2025,12,6
3,2,3,2,3,7,4,4,4.4636911221106335,9,0,5,2,2025,11,23
6,22,2,307,2,1,2,3,8.183775707365315,2,0,309,311,2025,8,6
3,8,0,2,2,1,2,3,11.229073767941426,2,0,4,2,2025,11,16
0,13,1,161,2,3,5,7,12.241164945865131,4,0,163,160,2025,5,23
4,19,1,314,4,3,4,5,9.226127368375137,4,0,318,318,2025,10,9
1,17,1,332,14,2,4,4,11.831513114337252,3,0,346,356,2025,11,3
6,14,1,250,10,2,4,6,11.444870300007242,3,0,260,266,2025,8,27
2,22,2,51,2,1,2,4,9.928844126503083,2,0,53,53,2025,7,5
0,10,1,148,10,3,4,4,10.494787220898958,4,0,158,163,2025,1,31
5,7,1,12,5,2,4,4,11.93570014425718,3,0,17,23,2025,11,25
5,15,1,197,9,2,4,6,11.841977622924622,3,0,206,214,2025,4,29
3,2,1,12,0,2,3,5,10.401639875145309,3,0,12,13,2025,8,10
0,16,0,303,12,3,4,4,9.444029492280375,4,0,315,321,2025,2,21
1,12,3,134,5,2,2,3,6.192739002030118,3,0,139,140,2025,3,24
4,8,3,40,2,6,3,4,4.52570421333,7,0,42,41,2025,4,10
4,15,0,264,14,2,3,4,11.215767985806671,3,0,278,289,2025,9,25
3,19,2,102,0,6,4,4,5.343654769009021,7,0,102,95,2025,6,29
1,11,1,106,10,3,5,5,13.77783858956844,4,0,116,120,2025,7,7
6,1,1,17,3,0,1,1,8.823009459624721,1,0,20,24,2025,4,30
2,12,0,73,7,4,5,6,10.548951014520554,5,0,80,86,2025,10,4
2,19,2,61,3,6,5,5,6.238327452770236,8,0,64,59,2025,2,15
3,4,1,2,2,0,1,2,11.006674775029287,1,0,4,9,2025,12,14
6,17,3,365,12,3,2,3,4.719427321612254,4,0,377,387,2025,10,8
2,19,1,60,1,2,4,6,13.33681069924402,3,0,61,57,2025,8,16
0,4,2,9,1,4,3,4,4.9226896318901145,6,0,10,4,2025,9,12
2,9,2,10,6,2,2,3,6.151076607639022,3,0,16,17,2025,5,31
4,0,3,6,4,5,4,4,6.566261555185063,6,0,10,10,2025,2,20
6,21,3,350,4,9,5,5,4.052635147757399,12,0,354,348,2025,5,14
5,4,2,30,4,2,2,4,7.969674627917739,3,0,34,35,2025,11,11
1,0,1,7,4,1,2,3,11.685049594240423,2,0,11,11,2025,7,21
4,4,2,21,1,1,1,1,6.076664947974536,2,1,22,23,2025,3,6
